setitem_group_begin	num=0	essential_setitem_id={{23;29358;70096};{2386;29364;70097};{43;29446;70095}}	essential_setitem_desc={[Нет эффекта от комплекта];[Физ. Защ. +2, Макс. HP +41]}	additional_setitem_id={}	additional_setitem_desc={}	unk1=0	unk2=0	enchant_setitem_condition={}	setitem_group_end
setitem_group_begin	num=14	essential_setitem_id={{401;93643};{2437;93644}}	essential_setitem_desc={[Маг. Защ. +5%, сопротивление шоку +10%]}	additional_setitem_id={}	additional_setitem_desc={}	unk1=0	unk2=0	enchant_setitem_condition={{6;[+6 комплект: Макс. HP +20, Макс. MP +80, бонус восстановления HP +10 (сидя/ стоя), бонус восстановления MP +4 (сидя/ стоя), Маг. Защ. +30]};{7;[+7 комплект: Физ. Защ. +47, Маг. Защ. +28]};{8;[+8 комплект: Скорость +4, мощность физ./ маг. умений +7%]};{9;[+9 комплект: сопротивление безмолвию/ устрашению/ параличу/ шоку +5%]};{10;[+10 комплект: сопротивление маг. урону +15%, Маг. Защ. +7%]}}	setitem_group_end
setitem_group_begin	num=15	essential_setitem_id={{436;95097;29396};{469;95107;29403};{2447;95165;29419}}	essential_setitem_desc={[Макс. MP +40];[Маг. Атк. +10%]}	additional_setitem_id={}	additional_setitem_desc={}	unk1=0	unk2=0	enchant_setitem_condition={{6;[+6 комплект: Макс. MP +140, бонус восстановления HP +4 (сидя/ стоя), бонус восстановления MP +6 (сидя/ стоя)]};{7;[+7 комплект: Физ. Защ. +47, Маг. Защ. +28]};{8;[+8 комплект: эффективность лечащих умений +52, расход MP для маг. умений -4%]};{9;[+9 комплект: сопротивление параличу +10%, сопротивление шоку +5%]};{10;[+10 комплект: сопротивление отрицательным эффектам и аномальным состояниям +7%, шанс получения урона от Физ. Крит. Атк. -20%]}}	setitem_group_end
setitem_group_begin	num=16	essential_setitem_id={{437;95098;29397};{470;95108;29404};{2450;95168;29414}}	essential_setitem_desc={[Скорость +7];[МДР +1]}	additional_setitem_id={}	additional_setitem_desc={}	unk1=0	unk2=0	enchant_setitem_condition={{6;[+6 комплект: Макс. MP +140, бонус восстановления HP +4 (сидя/ стоя), бонус восстановления MP +6 (сидя/ стоя)]};{7;[+7 комплект: Физ. Защ. +47, Маг. Защ. +28]};{8;[+8 комплект: эффективность лечащих умений +52, расход MP для маг. умений -4%]};{9;[+9 комплект: сопротивление параличу +10%, сопротивление шоку +5%]};{10;[+10 комплект: сопротивление отрицательным эффектам и аномальным состояниям +7%, шанс получения урона от Физ. Крит. Атк. -20%]}}	setitem_group_end
setitem_group_begin	num=17	essential_setitem_id={{439;93646};{471;93647};{2454;93649}}	essential_setitem_desc={[Сопротивление усыплению +20%, сопротивление удержанию +20%];[Скор. Маг. +15%, Физ. Защ. +5.26%]}	additional_setitem_id={}	additional_setitem_desc={}	unk1=0	unk2=0	enchant_setitem_condition={{6;[+6 комплект: Макс. MP +140, бонус восстановления HP +4 (сидя/ стоя), бонус восстановления MP +6 (сидя/ стоя)]};{7;[+7 комплект: Физ. Защ. +47, Маг. Защ. +28]};{8;[+8 комплект: эффективность лечащих умений +52, расход MP для маг. умений -4%]};{9;[+9 комплект: сопротивление параличу +10%, сопротивление шоку +5%]};{10;[+10 комплект: сопротивление отрицательным эффектам и аномальным состояниям +7%, шанс получения урона от Физ. Крит. Атк. -20%]}}	setitem_group_end
setitem_group_begin	num=18	essential_setitem_id={{441;95101};{472;95109};{2459;95176}}	essential_setitem_desc={[Сопротивление шоку +10%];[ИНТ +4, МДР -1, Макс. HP -270]}	additional_setitem_id={}	additional_setitem_desc={}	unk1=0	unk2=0	enchant_setitem_condition={{6;[+6 комплект: Макс. MP +140, бонус восстановления HP +4 (сидя/ стоя), бонус восстановления MP +6 (сидя/ стоя)]};{7;[+7 комплект: Физ. Защ. +47, Маг. Защ. +28]};{8;[+8 комплект: эффективность лечащих умений +52, расход MP для маг. умений -4%]};{9;[+9 комплект: сопротивление параличу +10%, сопротивление шоку +5%]};{10;[+10 комплект: сопротивление отрицательным эффектам и аномальным состояниям +7%, шанс получения урона от Физ. Крит. Атк. -20%]}}	setitem_group_end
setitem_group_begin	num=19	essential_setitem_id={{442;95102};{473;95110};{2463;95178}}	essential_setitem_desc={[Сопротивление параличу +10%];[МДР +1, Макс. MP +171, Физ. Защ. +5.26%]}	additional_setitem_id={}	additional_setitem_desc={}	unk1=0	unk2=0	enchant_setitem_condition={{6;[+6 комплект: Макс. MP +140, бонус восстановления HP +4 (сидя/ стоя), бонус восстановления MP +6 (сидя/ стоя)]};{7;[+7 комплект: Физ. Защ. +47, Маг. Защ. +28]};{8;[+8 комплект: эффективность лечащих умений +52, расход MP для маг. умений -4%]};{9;[+9 комплект: сопротивление параличу +10%, сопротивление шоку +5%]};{10;[+10 комплект: сопротивление отрицательным эффектам и аномальным состояниям +7%, шанс получения урона от Физ. Крит. Атк. -20%]}}	setitem_group_end
setitem_group_begin	num=20	essential_setitem_id={{1101;29379;70099};{1104;29386;70100};{44;29447;70098}}	essential_setitem_desc={[Нет эффекта от комплекта];[Скор. Маг. +15%]}	additional_setitem_id={}	additional_setitem_desc={}	unk1=0	unk2=0	enchant_setitem_condition={}	setitem_group_end
setitem_group_begin	num=21	essential_setitem_id={{2376;93504};{2379;93505};{90455;93544};{5714;93523};{5730;93535}}	essential_setitem_desc={[Макс. HP +294];[Физ. Защ. +5%, сопротивление заражению +60%];[ВЫН +1];[Маг. Защ. +44]}	additional_setitem_id={{673;95132}}	additional_setitem_desc={[Шанс блока щитом +24%]}	unk1=0	unk2=0	enchant_setitem_condition={{6;[+6 комплект: Макс. HP +360, бонус восстановления HP +10 (сидя/ стоя), бонус восстановления MP +4 (сидя/ стоя), Маг. Защ. +30]};{7;[+7 комплект: Физ. Защ. +47, Маг. Защ. +28]};{8;[+8 комплект: эффект Гнева Вампира +2%, время перезарядки физ. умений -4%]};{9;[+9 комплект: сопротивление шоку +10%]};{10;[+10 комплект: сопротивление атакам из лука +10%, Физ. Защ. +6%]}}	setitem_group_end
setitem_group_begin	num=22	essential_setitem_id={{2381;93507};{90464;93553};{5722;93529};{5738;93541}}	essential_setitem_desc={[СИЛ -2, ВЫН +3, Макс. HP +320];[СИЛ +1, сопротивление усыплению/ удержанию +50%];[СИЛ +1, Маг. Защ. +44]}	additional_setitem_id={{110;94934}}	additional_setitem_desc={[Шанс блока щитом +24%]}	unk1=0	unk2=0	enchant_setitem_condition={{6;[+6 комплект: Макс. HP +360, бонус восстановления HP +10 (сидя/ стоя), бонус восстановления MP +4 (сидя/ стоя), Маг. Защ. +30]};{7;[+7 комплект: Физ. Защ. +47, Маг. Защ. +28]};{8;[+8 комплект: эффект Гнева Вампира +2%, время перезарядки физ. умений -4%]};{9;[+9 комплект: сопротивление шоку +10%]};{10;[+10 комплект: сопротивление атакам из лука +10%, Физ. Защ. +6%]}}	setitem_group_end
setitem_group_begin	num=23	essential_setitem_id={{2384;93508};{2388;93509};{90459;93548};{5711;93521};{5727;93533}}	essential_setitem_desc={[Физ. Уклонение +4];[Шанс Физ. Крит. Атк. +10, сопротивление параличу +30%];[ЛВК +1];[Маг. Защ. +44]}	additional_setitem_id={}	additional_setitem_desc={}	unk1=0	unk2=0	enchant_setitem_condition={{6;[+6 комплект: Макс. HP +20, Макс. MP +80, бонус восстановления HP +10 (сидя/ стоя), бонус восстановления MP +4 (сидя/ стоя), Маг. Защ. +30]};{7;[+7 комплект: Физ. Защ. +47, Маг. Защ. +28]};{8;[+8 комплект: Скорость +4, мощность физ./ маг. умений +7%]};{9;[+9 комплект: сопротивление безмолвию/ устрашению/ параличу/ шоку +5%]};{10;[+10 комплект: сопротивление маг. урону +15%, Маг. Защ. +7%]}}	setitem_group_end
setitem_group_begin	num=24	essential_setitem_id={{2390;93510};{90456;93545};{5715;93524};{5731;93536}}	essential_setitem_desc={[Лимит веса +5759, сила Физ. Крит. Атк. +30];[Сопротивление заражению +60%];[Маг. Защ. +5.25% и дополнительно +44]}	additional_setitem_id={}	additional_setitem_desc={}	unk1=0	unk2=0	enchant_setitem_condition={{6;[+6 комплект: Макс. HP +20, Макс. MP +80, бонус восстановления HP +10 (сидя/ стоя), бонус восстановления MP +4 (сидя/ стоя), Маг. Защ. +30]};{7;[+7 комплект: Физ. Защ. +47, Маг. Защ. +28]};{8;[+8 комплект: Скорость +4, мощность физ./ маг. умений +7%]};{9;[+9 комплект: сопротивление безмолвию/ устрашению/ параличу/ шоку +5%]};{10;[+10 комплект: сопротивление маг. урону +15%, Маг. Защ. +7%]}}	setitem_group_end
setitem_group_begin	num=25	essential_setitem_id={{2391;92373;93511};{90462;92374;93551};{5719;92375;93527};{5735;92376;93539}}	essential_setitem_desc={[ДУХ +3, ИНТ -2, бонус восстановления MP +5.26%];[ИНТ +1, Физ. Защ. +5.26%];[ИНТ +1, сопротивление шоку +30%, Скор. Маг. +15%, Маг. Защ. +44]}	additional_setitem_id={}	additional_setitem_desc={}	unk1=0	unk2=0	enchant_setitem_condition={{6;[+6 комплект: Макс. HP +20, Макс. MP +80, бонус восстановления HP +10 (сидя/ стоя), бонус восстановления MP +4 (сидя/ стоя), Маг. Защ. +30]};{7;[+7 комплект: Физ. Защ. +47, Маг. Защ. +28]};{8;[+8 комплект: Скорость +4, мощность физ./ маг. умений +7%]};{9;[+9 комплект: сопротивление безмолвию/ устрашению/ параличу/ шоку +5%]};{10;[+10 комплект: сопротивление маг. урону +15%, Маг. Защ. +7%]}}	setitem_group_end
setitem_group_begin	num=26	essential_setitem_id={{2392;93512};{90465;93554};{5723;93530};{5739;93542}}	essential_setitem_desc={[ЛВК +1, бонус восстановления MP +5.26%, Физ. Атк. +2.7%];[ЛВК +1, сопротивление усыплению/ удержанию +50%];[ЛВК +1, Маг. Защ. +44]}	additional_setitem_id={}	additional_setitem_desc={}	unk1=0	unk2=0	enchant_setitem_condition={{6;[+6 комплект: Макс. HP +20, Макс. MP +80, бонус восстановления HP +10 (сидя/ стоя), бонус восстановления MP +4 (сидя/ стоя), Маг. Защ. +30]};{7;[+7 комплект: Физ. Защ. +47, Маг. Защ. +28]};{8;[+8 комплект: Скорость +4, мощность физ./ маг. умений +7%]};{9;[+9 комплект: сопротивление безмолвию/ устрашению/ параличу/ шоку +5%]};{10;[+10 комплект: сопротивление маг. урону +15%, Маг. Защ. +7%]}}	setitem_group_end
setitem_group_begin	num=27	essential_setitem_id={{2397;93513};{2402;93516};{90460;93549};{5712;93522};{5728;93534}}	essential_setitem_desc={[Бонус восстановления MP +5,26%, Макс. MP +102];[Cопротивление параличу +30%];[Маг. Атк. +8%];[Маг. Атк. +2%]}	additional_setitem_id={}	additional_setitem_desc={}	unk1=0	unk2=0	enchant_setitem_condition={{6;[+6 комплект: Макс. MP +140, бонус восстановления HP +4 (сидя/ стоя), бонус восстановления MP +6 (сидя/ стоя)]};{7;[+7 комплект: Физ. Защ. +47, Маг. Защ. +28]};{8;[+8 комплект: эффективность лечащих умений +52, расход MP для маг. умений -4%]};{9;[+9 комплект: сопротивление параличу +10%, сопротивление шоку +5%]};{10;[+10 комплект: сопротивление отрицательным эффектам и аномальным состояниям +7%, шанс получения урона от Физ. Крит. Атк. -20%]}}	setitem_group_end
setitem_group_begin	num=28	essential_setitem_id={{2398;92378;93514};{2403;92379;93517};{90463;92380;93552};{5720;92381;93528};{5736;92382;93540}}	essential_setitem_desc={[ИНТ -2, ДУХ -1, МДР +3, бонус восстановления MP +5.26%];[ИНТ +1, Макс. MP +206 ];[ИНТ +1, сопротивление шоку +30%];[ДУХ +1]}	additional_setitem_id={}	additional_setitem_desc={}	unk1=0	unk2=0	enchant_setitem_condition={{6;[+6 комплект: Макс. MP +140, бонус восстановления HP +4 (сидя/ стоя), бонус восстановления MP +6 (сидя/ стоя)]};{7;[+7 комплект: Физ. Защ. +47, Маг. Защ. +28]};{8;[+8 комплект: эффективность лечащих умений +52, расход MP для маг. умений -4%]};{9;[+9 комплект: сопротивление параличу +10%, сопротивление шоку +5%]};{10;[+10 комплект: сопротивление отрицательным эффектам и аномальным состояниям +7%, шанс получения урона от Физ. Крит. Атк. -20%]}}	setitem_group_end
setitem_group_begin	num=29	essential_setitem_id={{2399;93515};{2404;93518};{90466;93555};{5724;93531};{5740;93543}}	essential_setitem_desc={[ИНТ +2, ДУХ +1, МДР -3, бонус восстановления MP +5.26% ];[МДР +1, Скорость +7];[МДР +1, сопротивление усыплению +50%, сопротивление удержанию +50%, сила Крит. Атк. маг. умений +30];[МДР +1]}	additional_setitem_id={}	additional_setitem_desc={}	unk1=0	unk2=0	enchant_setitem_condition={{6;[+6 комплект: Макс. MP +140, бонус восстановления HP +4 (сидя/ стоя), бонус восстановления MP +6 (сидя/ стоя)]};{7;[+7 комплект: Физ. Защ. +47, Маг. Защ. +28]};{8;[+8 комплект: эффективность лечащих умений +52, расход MP для маг. умений -4%]};{9;[+9 комплект: сопротивление параличу +10%, сопротивление шоку +5%]};{10;[+10 комплект: сопротивление отрицательным эффектам и аномальным состояниям +7%, шанс получения урона от Физ. Крит. Атк. -20%]}}	setitem_group_end
setitem_group_begin	num=30	essential_setitem_id={{2406;93519};{90457;93546};{5716;93525};{5732;93537}}	essential_setitem_desc={[Сопротивление заражению +60%];[Физ. Защ. +5.26%, Скор. Маг. +10%];[Скор. Маг. +5%]}	additional_setitem_id={}	additional_setitem_desc={}	unk1=0	unk2=0	enchant_setitem_condition={{6;[+6 комплект: Макс. MP +140, бонус восстановления HP +4 (сидя/ стоя), бонус восстановления MP +6 (сидя/ стоя)]};{7;[+7 комплект: Физ. Защ. +47, Маг. Защ. +28]};{8;[+8 комплект: эффективность лечащих умений +52, расход MP для маг. умений -4%]};{9;[+9 комплект: сопротивление параличу +10%, сопротивление шоку +5%]};{10;[+10 комплект: сопротивление отрицательным эффектам и аномальным состояниям +7%, шанс получения урона от Физ. Крит. Атк. -20%]}}	setitem_group_end
setitem_group_begin	num=31	essential_setitem_id={{7851};{7850};{7852};{7853}}	essential_setitem_desc={[Нет эффекта от комплекта];[Нет эффекта от комплекта];[Бонус восстановления HP +3%, Макс. HP +25, Физ. Защ. +3%]}	additional_setitem_id={}	additional_setitem_desc={}	unk1=0	unk2=0	enchant_setitem_condition={}	setitem_group_end
setitem_group_begin	num=32	essential_setitem_id={{7854};{7850};{7855};{7856}}	essential_setitem_desc={[Нет эффекта от комплекта];[Нет эффекта от комплекта];[Бонус восстановления MP +3%, Макс. HP +10, Физ. Атк. +2%]}	additional_setitem_id={}	additional_setitem_desc={}	unk1=0	unk2=0	enchant_setitem_condition={}	setitem_group_end
setitem_group_begin	num=33	essential_setitem_id={{7857};{7850};{7858};{7859}}	essential_setitem_desc={[Нет эффекта от комплекта];[Нет эффекта от комплекта];[Бонус восстановления MP +3%, Макс. HP +20, Маг. Атк. +2%]}	additional_setitem_id={}	additional_setitem_desc={}	unk1=0	unk2=0	enchant_setitem_condition={}	setitem_group_end
setitem_group_begin	num=34	essential_setitem_id={{353;95065};{380;95072};{2412;95148}}	essential_setitem_desc={[Бонус восстановления HP +5.24%];[СИЛ +1]}	additional_setitem_id={{2494;95181}}	additional_setitem_desc={[Шанс блока щитом +2,63%]}	unk1=0	unk2=0	enchant_setitem_condition={{6;[+6 комплект: Макс. HP +360, бонус восстановления HP +10 (сидя/ стоя), бонус восстановления MP +4 (сидя/ стоя), Маг. Защ. +30]};{7;[+7 комплект: Физ. Защ. +47, Маг. Защ. +28]};{8;[+8 комплект: эффект Гнева Вампира +2%, время перезарядки физ. умений -4%]};{9;[+9 комплект: сопротивление шоку +10%]};{10;[+10 комплект: сопротивление атакам из лука +10%, Физ. Защ. +6%]}}	setitem_group_end
setitem_group_begin	num=35	essential_setitem_id={{396;95080};{607;95121};{2427;95155}}	essential_setitem_desc={[Макс. MP +50];[ЛВК +1]}	additional_setitem_id={}	additional_setitem_desc={}	unk1=0	unk2=0	enchant_setitem_condition={{6;[+6 комплект: Макс. HP +20, Макс. MP +80, бонус восстановления HP +10 (сидя/ стоя), бонус восстановления MP +4 (сидя/ стоя), Маг. Защ. +30]};{7;[+7 комплект: Физ. Защ. +47, Маг. Защ. +28]};{8;[+8 комплект: Скорость +4, мощность физ./ маг. умений +7%]};{9;[+9 комплект: сопротивление безмолвию/ устрашению/ параличу/ шоку +5%]};{10;[+10 комплект: сопротивление маг. урону +15%, Маг. Защ. +7%]}}	setitem_group_end
setitem_group_begin	num=36	essential_setitem_id={{2396;95145};{2401;95146};{606;95120}}	essential_setitem_desc={[Бонус восстановления MP +5.24%];[ИНТ +1]}	additional_setitem_id={}	additional_setitem_desc={}	unk1=0	unk2=0	enchant_setitem_condition={{6;[+6 комплект: Макс. MP +140, бонус восстановления HP +4 (сидя/ стоя), бонус восстановления MP +6 (сидя/ стоя)]};{7;[+7 комплект: Физ. Защ. +47, Маг. Защ. +28]};{8;[+8 комплект: эффективность лечащих умений +52, расход MP для маг. умений -4%]};{9;[+9 комплект: сопротивление параличу +10%, сопротивление шоку +5%]};{10;[+10 комплект: сопротивление отрицательным эффектам и аномальным состояниям +7%, шанс получения урона от Физ. Крит. Атк. -20%]}}	setitem_group_end
setitem_group_begin	num=37	essential_setitem_id={{90306};{90307}}	essential_setitem_desc={[Физ. Защ. +3%]}	additional_setitem_id={}	additional_setitem_desc={}	unk1=0	unk2=0	enchant_setitem_condition={}	setitem_group_end
setitem_group_begin	num=38	essential_setitem_id={{90308};{90309}}	essential_setitem_desc={[Скор. Маг. +5%]}	additional_setitem_id={}	additional_setitem_desc={}	unk1=0	unk2=0	enchant_setitem_condition={}	setitem_group_end
setitem_group_begin	num=39	essential_setitem_id={{90425};{90424};{90426};{90427}}	essential_setitem_desc={[Нет эффекта от комплекта];[Нет эффекта от комплекта];[Макс. HP +270, Физ. Защ. +5%, сопротивление шоку +10%]}	additional_setitem_id={}	additional_setitem_desc={}	unk1=0	unk2=0	enchant_setitem_condition={}	setitem_group_end
