variation_option_begin	mineral_item_id=94185	item_group_name=0	option_description1=[<font color="bbb58a">Скор. Атк. +5 ~ +100\nСкор. Маг. +5 ~ +100\nМощность физ. умений +1% ~ +5%\nМощность маг. умений +1% ~ +5%</font>]	option_description2=[<font color="bbb58a">Физ. Атк. +10 ~ +220\nМаг. Атк. +10 ~ +270\nШанс Физ. Крит. Атк. +10 ~ +50</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94212	item_group_name=3	option_description1=[<font color="bbb58a">Макс. HP +25 ~ +480\nМакс. MP +25 ~ +480</font>\n<font color="e16d6d">Получаемый урон -1% ~ -5%</font>]	option_description2=[<font color="bbb58a">Физ. Защ. +8 ~ +110\nМаг. Защ. +8 ~ +120</font>\n<font color="c170ca">Получаемый крит. урон от всех атак -1% ~ -15%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94211	item_group_name=7	option_description1=[<font color="bbb58a">Макс. HP +10 ~ +180\nМакс. MP +10 ~ +180</font>]	option_description2=[<font color="bbb58a">Физ. Защ. +4 ~ +96\nМаг. Защ. +4 ~ +96</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94212	item_group_name=7	option_description1=[<font color="bbb58a">Макс. HP +25 ~ +480\nМакс. MP +25 ~ +480</font>]	option_description2=[<font color="bbb58a">Физ. Защ. +8 ~ +110\nМаг. Защ. +8 ~ +120</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94211	item_group_name=5	option_description1=[<font color="bbb58a">Макс. HP +10 ~ +180\nМакс. MP +10 ~ +180</font>]	option_description2=[<font color="bbb58a">Физ. Защ. +4 ~ +96\nМаг. Защ. +4 ~ +96</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94212	item_group_name=5	option_description1=[<font color="bbb58a">Макс. HP +25 ~ +480\nМакс. MP +25 ~ +480</font>\n<font color="c170ca">Сопротивление оружию ближнего боя +1% ~ +5%</font>]	option_description2=[<font color="bbb58a">Физ. Защ. +8 ~ +110\nМаг. Защ. +8 ~ +120</font>\n<font color="c170ca">Шанс получения крит. урона от всех атак -1% ~ -15%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94211	item_group_name=4	option_description1=[<font color="bbb58a">Макс. HP +10 ~ +180\nМакс. MP +10 ~ +180</font>]	option_description2=[<font color="bbb58a">Физ. Защ. +4 ~ +96\nМаг. Защ. +4 ~ +96</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94212	item_group_name=4	option_description1=[<font color="bbb58a">Макс. HP +25 ~ +480\nМакс. MP +25 ~ +480</font>\n<font color="84aed8">Уклонение от всех умений +1% ~ +5%</font>]	option_description2=[<font color="bbb58a">Физ. Защ. +8 ~ +110\nМаг. Защ. +8 ~ +120</font>\n<font color="84aed8">Скорость +1 ~ +5</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=90856	item_group_name=2	option_description1=[<font color="bbb58a">Макс. MP 80 ~ 100\nМакс. HP 80 ~ 320\nМакс. CP 80 ~ 200\nФиз. Защ. 20 ~ 82\nМаг. Защ. 15 ~ 60\nФиз. Уклонение 1 ~ 5\nМаг. Уклонение 1 ~ 5\nФиз. Точность 1 ~ 5\nМаг. Точность 1 ~ 5</font>\n<font color="84aed8">Бонус восстановления MP 1 ~ 5\nБонус восстановления HP 1 ~ 5</font>]	option_description2=[<font color="bbb58a">СИЛ 1 ~ 2\nЛВК 1 ~ 2\nВЫН 1 ~ 2\nИНТ 1 ~ 2\nМДР 1 ~ 2\nДУХ 1 ~ 2\nСопротивление безмолвию/ устрашению 5 ~ 20%\nСопротивление оглушению 5 ~ 20%\nСопротивление параличу 5 ~ 20%\nСопротивление кровотечению 5 ~ 20%\nСопротивление отравлению 5 ~ 20%\nСопротивление удержанию 5 ~ 20%\nВо время охоты бонус опыта 5 ~ 20%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=90857	item_group_name=2	option_description1=[<font color="bbb58a">Макс. MP 80 ~ 100\nМакс. HP 80 ~ 320\nМакс. CP 80 ~ 200\nФиз. Защ. 20 ~ 82\nМаг. Защ. 15 ~ 60\nФиз. Уклонение 1 ~ 5\nМаг. Уклонение 1 ~ 5\nФиз. Точность 1 ~ 5\nМаг. Точность 1 ~ 5</font>\n<font color="84aed8">Бонус восстановления MP 1 ~ 5\nБонус восстановления HP 1 ~ 5</font>]	option_description2=[<font color="bbb58a">Временное увеличение Скор. Атк./ Скор. Маг./ Скорости\nЩит Евы\nИммунитет Евы\nВременное увеличение Физ./ Маг. Защ.\nУсыпление Евы\nКритическая Слабость Евы\nВременно Урон в PvE +10%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94303	item_group_name=8	option_description1=[<font color="bbb58a">Макс. HP +25 ~ +500\nМакс. MP +25 ~ +500\nМакс. CP +25 ~ +500\nФиз./ Маг. Точность +1 ~ +5</font>\n<font color="e16d6d">Урон от Зарядов Души/ Зарядов Духа +1% ~ +5%</font>]	option_description2=[<font color="bbb58a">Физ. Защ. +15 ~ +300\nМаг. Защ. +15 ~ +300\nФиз./ Маг. Уклонение +1 ~ +5</font>\n<font color="c170ca">Сопротивление отрицательным эффектам +1% ~ +10%</font>\n<font color="e16d6d">Сила Крит. Атк. всех умений +15 ~ +300</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94304	item_group_name=8	option_description1=[<font color="bbb58a">Макс. HP +25 ~ +500\nМакс. MP +25 ~ +500\nМакс. CP +25 ~ +500\nФиз./ Маг. Точность +1 ~ +5</font>\n<font color="e16d6d">Урон от Зарядов Души/ Зарядов Духа +1% ~ +5%</font>]	option_description2=[<font color="bbb58a">Физ. Защ. +15 ~ +300\nМаг. Защ. +15 ~ +300\nФиз./ Маг. Уклонение +1 ~ +5</font>\n<font color="c170ca">Сопротивление отрицательным эффектам +1% ~ +10%</font>\n<font color="e16d6d">Сила Крит. Атк. всех умений +15 ~ +300</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94423	item_group_name=9	option_description1=[<font color="bbb58a">Физ. Атк. +10 ~ +200\nМаг. Атк. +10 ~ +200\nФиз. Точность +1 ~ +3\nМаг. Точность +1 ~ +3</font>\n<font color="c170ca">Сопротивление маг. урону +1% ~ +5%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +50\nМакс. MP +5 ~ +50\nФиз. Уклонение +1 ~ +3\nМаг. Уклонение +1 ~ +3</font>\n<font color="c170ca">Получаемый урон от Крит. Атк. физ. умений -5 ~ -100\nПолучаемый урон от Крит. Атк. маг. умений -5 ~ -100</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94423	item_group_name=10	option_description1=[<font color="bbb58a">Физ. Атк. +10 ~ +200\nМаг. Атк. +10 ~ +200\nФиз. Точность +1 ~ +3\nМаг. Точность +1 ~ +3</font>\n<font color="c170ca">Сопротивление маг. урону +1% ~ +5%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +50\nМакс. MP +5 ~ +50\nФиз. Уклонение +1 ~ +3\nМаг. Уклонение +1 ~ +3</font>\n<font color="c170ca">Получаемый урон от Крит. Атк. физ. умений -5 ~ -100\nПолучаемый урон от Крит. Атк. маг. умений -5 ~ -100</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94423	item_group_name=11	option_description1=[<font color="bbb58a">Физ. Атк. +10 ~ +200\nМаг. Атк. +10 ~ +200\nФиз. Точность +1 ~ +3\nМаг. Точность +1 ~ +3</font>\n<font color="c170ca">Сопротивление маг. урону +1% ~ +5%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +50\nМакс. MP +5 ~ +50\nФиз. Уклонение +1 ~ +3\nМаг. Уклонение +1 ~ +3</font>\n<font color="c170ca">Получаемый урон от Крит. Атк. физ. умений -5 ~ -100\nПолучаемый урон от Крит. Атк. маг. умений -5 ~ -100</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94423	item_group_name=13	option_description1=[<font color="bbb58a">Физ. Атк. +10 ~ +200\nМаг. Атк. +10 ~ +200\nФиз. Точность +1 ~ +3\nМаг. Точность +1 ~ +3</font>\n<font color="c170ca">Сопротивление маг. урону +1% ~ +5%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +50\nМакс. MP +5 ~ +50\nФиз. Уклонение +1 ~ +3\nМаг. Уклонение +1 ~ +3</font>\n<font color="c170ca">Получаемый урон от Крит. Атк. физ. умений -5 ~ -100\nПолучаемый урон от Крит. Атк. маг. умений -5 ~ -100</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94423	item_group_name=14	option_description1=[<font color="bbb58a">Физ. Атк. +10 ~ +200\nМаг. Атк. +10 ~ +200\nФиз. Точность +1 ~ +3\nМаг. Точность +1 ~ +3</font>\n<font color="c170ca">Сопротивление атакам из лука +1% ~ +5%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +50\nМакс. MP +5 ~ +50\nФиз. Уклонение +1 ~ +3\nМаг. Уклонение +1 ~ +3</font>\n<font color="c170ca">Получаемый урон -1% ~ -3%\nЭффективность получаемого лечения +1% ~ +5%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94423	item_group_name=15	option_description1=[<font color="bbb58a">Физ. Атк. +10 ~ +200\nМаг. Атк. +10 ~ +200\nФиз. Точность +1 ~ +3\nМаг. Точность +1 ~ +3</font>\n<font color="c170ca">Сопротивление атакам из лука +1% ~ +5%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +50\nМакс. MP +5 ~ +50\nФиз. Уклонение +1 ~ +3\nМаг. Уклонение +1 ~ +3</font>\n<font color="c170ca">Получаемый урон -1% ~ -3%\nЭффективность получаемого лечения +1% ~ +5%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94423	item_group_name=16	option_description1=[<font color="bbb58a">Физ. Атк. +10 ~ +200\nМаг. Атк. +10 ~ +200\nФиз. Точность +1 ~ +3\nМаг. Точность +1 ~ +3</font>\n<font color="c170ca">Сопротивление атакам из лука +1% ~ +5%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +50\nМакс. MP +5 ~ +50\nФиз. Уклонение +1 ~ +3\nМаг. Уклонение +1 ~ +3</font>\n<font color="c170ca">Получаемый урон -1% ~ -3%\nЭффективность получаемого лечения +1% ~ +5%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94423	item_group_name=18	option_description1=[<font color="bbb58a">Физ. Атк. +10 ~ +200\nМаг. Атк. +10 ~ +200\nФиз. Точность +1 ~ +3\nМаг. Точность +1 ~ +3</font>\n<font color="c170ca">Сопротивление оружию ближнего боя +1% ~ +5%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +50\nМакс. MP +5 ~ +50\nФиз. Уклонение +1 ~ +3\nМаг. Уклонение +1 ~ +3</font>\n<font color="c170ca">Шанс получения крит. урона от физ. умений -1%~-2%\nшанс Получения крит. урона от маг. умений -1%~-2%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94423	item_group_name=19	option_description1=[<font color="bbb58a">Физ. Защ. +10 ~ +200\nМаг. Защ. +10 ~ +200\nФиз. Точность +1 ~ +5\nМаг. Точность +1 ~ +5</font>\n<font color="c170ca">Сопротивление маг. урону +2% ~ +10%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +100\nМакс. MP +5 ~ +100\nФиз. Уклонение +1 ~ +5\nМаг. Уклонение +1 ~ +5</font>\n<font color="e16d6d">Получаемый урон от Крит. Атк. физ. умений -10 ~ -300\nПолучаемый урон от Крит. Атк. маг. умений -10 ~ -300</font>\n<font color="c170ca">Получаемый урон от Крит. Атк. всех умений -10 ~ -300</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94423	item_group_name=20	option_description1=[<font color="bbb58a">Физ. Защ. +10 ~ +200\nМаг. Защ. +10 ~ +200\nФиз. Точность +1 ~ +5\nМаг. Точность +1 ~ +5</font>\n<font color="c170ca">Сопротивление маг. урону +2% ~ +10%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +100\nМакс. MP +5 ~ +100\nФиз. Уклонение +1 ~ +5\nМаг. Уклонение +1 ~ +5</font>\n<font color="e16d6d">Получаемый урон от Крит. Атк. физ. умений -10 ~ -300\nПолучаемый урон от Крит. Атк. маг. умений -10 ~ -300</font>\n<font color="c170ca">Получаемый урон от Крит. Атк. всех умений -10 ~ -300</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94423	item_group_name=21	option_description1=[<font color="bbb58a">Физ. Защ. +10 ~ +200\nМаг. Защ. +10 ~ +200\nФиз. Точность +1 ~ +5\nМаг. Точность +1 ~ +5</font>\n<font color="c170ca">Сопротивление маг. урону +2% ~ +10%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +100\nМакс. MP +5 ~ +100\nФиз. Уклонение +1 ~ +5\nМаг. Уклонение +1 ~ +5</font>\n<font color="e16d6d">Получаемый урон от Крит. Атк. физ. умений -10 ~ -300\nПолучаемый урон от Крит. Атк. маг. умений -10 ~ -300</font>\n<font color="c170ca">Получаемый урон от Крит. Атк. всех умений -10 ~ -300</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94423	item_group_name=22	option_description1=[<font color="bbb58a">Физ. Защ. +10 ~ +200\nМаг. Защ. +10 ~ +200\nФиз. Точность +1 ~ +5\nМаг. Точность +1 ~ +5</font>\n<font color="c170ca">Сопротивление атакам из лука +2% ~ +10%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +100\nМакс. MP +5 ~ +100\nФиз. Уклонение +1 ~ +5\nМаг. Уклонение +1 ~ +5</font>\n<font color="c170ca">Получаемый урон -2% ~ -5%</font>\n<font color="e16d6d">Эффективность получаемого лечения +2% ~ +10%\nБонус восстановления HP/ MP +1 ~ +5</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94423	item_group_name=23	option_description1=[<font color="bbb58a">Физ. Защ. +10 ~ +200\nМаг. Защ. +10 ~ +200\nФиз. Точность +1 ~ +5\nМаг. Точность +1 ~ +5</font>\n<font color="c170ca">Сопротивление атакам из лука +2% ~ +10%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +100\nМакс. MP +5 ~ +100\nФиз. Уклонение +1 ~ +5\nМаг. Уклонение +1 ~ +5</font>\n<font color="c170ca">Получаемый урон -2% ~ -5%</font>\n<font color="e16d6d">Эффективность получаемого лечения +2% ~ +10%\nБонус восстановления HP/ MP +1 ~ +5</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94423	item_group_name=24	option_description1=[<font color="bbb58a">Физ. Защ. +10 ~ +200\nМаг. Защ. +10 ~ +200\nФиз. Точность +1 ~ +5\nМаг. Точность +1 ~ +5</font>\n<font color="c170ca">Сопротивление атакам из лука +2% ~ +10%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +100\nМакс. MP +5 ~ +100\nФиз. Уклонение +1 ~ +5\nМаг. Уклонение +1 ~ +5</font>\n<font color="c170ca">Получаемый урон -2% ~ -5%</font>\n<font color="e16d6d">Эффективность получаемого лечения +2% ~ +10%\nБонус восстановления HP/ MP +1 ~ +5</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94423	item_group_name=25	option_description1=[<font color="bbb58a">Физ. Защ. +10 ~ +200\nМаг. Защ. +10 ~ +200\nФиз. Точность +1 ~ +5\nМаг. Точность +1 ~ +5</font>\n<font color="c170ca">Сопротивление оружию ближнего боя +2% ~ +10%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +100\nМакс. MP +5 ~ +100\nФиз. Уклонение +1 ~ +5\nМаг. Уклонение +1 ~ +5</font>\n<font color="e16d6d">Шанс получения крит. урона от физ. умений -1% ~ -5%\nшанс Получения крит. урона от маг. умений -1% ~ -5%</font>\n<font color="c170ca">Шанс получения крит. урона от всех умений -1% ~ -5%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94424	item_group_name=9	option_description1=[<font color="bbb58a">Физ. Атк. +10 ~ +200\nМаг. Атк. +10 ~ +200\nФиз. Точность +1 ~ +3\nМаг. Точность +1 ~ +3</font>\n<font color="c170ca">Сопротивление маг. урону +1% ~ +5%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +50\nМакс. MP +5 ~ +50\nФиз. Уклонение +1 ~ +3\nМаг. Уклонение +1 ~ +3</font>\n<font color="c170ca">Получаемый урон от Крит. Атк. физ. умений -5 ~ -100\nПолучаемый урон от Крит. Атк. маг. умений -5 ~ -100</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94424	item_group_name=10	option_description1=[<font color="bbb58a">Физ. Атк. +10 ~ +200\nМаг. Атк. +10 ~ +200\nФиз. Точность +1 ~ +3\nМаг. Точность +1 ~ +3</font>\n<font color="c170ca">Сопротивление маг. урону +1% ~ +5%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +50\nМакс. MP +5 ~ +50\nФиз. Уклонение +1 ~ +3\nМаг. Уклонение +1 ~ +3</font>\n<font color="c170ca">Получаемый урон от Крит. Атк. физ. умений -5 ~ -100\nПолучаемый урон от Крит. Атк. маг. умений -5 ~ -100</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94424	item_group_name=11	option_description1=[<font color="bbb58a">Физ. Атк. +10 ~ +200\nМаг. Атк. +10 ~ +200\nФиз. Точность +1 ~ +3\nМаг. Точность +1 ~ +3</font>\n<font color="c170ca">Сопротивление маг. урону +1% ~ +5%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +50\nМакс. MP +5 ~ +50\nФиз. Уклонение +1 ~ +3\nМаг. Уклонение +1 ~ +3</font>\n<font color="c170ca">Получаемый урон от Крит. Атк. физ. умений -5 ~ -100\nПолучаемый урон от Крит. Атк. маг. умений -5 ~ -100</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94424	item_group_name=13	option_description1=[<font color="bbb58a">Физ. Атк. +10 ~ +200\nМаг. Атк. +10 ~ +200\nФиз. Точность +1 ~ +3\nМаг. Точность +1 ~ +3</font>\n<font color="c170ca">Сопротивление маг. урону +1% ~ +5%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +50\nМакс. MP +5 ~ +50\nФиз. Уклонение +1 ~ +3\nМаг. Уклонение +1 ~ +3</font>\n<font color="c170ca">Получаемый урон от Крит. Атк. физ. умений -5 ~ -100\nПолучаемый урон от Крит. Атк. маг. умений -5 ~ -100</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94424	item_group_name=14	option_description1=[<font color="bbb58a">Физ. Атк. +10 ~ +200\nМаг. Атк. +10 ~ +200\nФиз. Точность +1 ~ +3\nМаг. Точность +1 ~ +3</font>\n<font color="c170ca">Сопротивление атакам из лука +1% ~ +5%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +50\nМакс. MP +5 ~ +50\nФиз. Уклонение +1 ~ +3\nМаг. Уклонение +1 ~ +3</font>\n<font color="c170ca">Получаемый урон -1% ~ -3%</font>\n<font color="84aed8">Эффективность получаемого лечения +1% ~ +5%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94424	item_group_name=15	option_description1=[<font color="bbb58a">Физ. Атк. +10 ~ +200\nМаг. Атк. +10 ~ +200\nФиз. Точность +1 ~ +3\nМаг. Точность +1 ~ +3</font>\n<font color="c170ca">Сопротивление атакам из лука +1% ~ +5%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +50\nМакс. MP +5 ~ +50\nФиз. Уклонение +1 ~ +3\nМаг. Уклонение +1 ~ +3</font>\n<font color="c170ca">Получаемый урон -1% ~ -3%</font>\n<font color="84aed8">Эффективность получаемого лечения +1% ~ +5%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94424	item_group_name=16	option_description1=[<font color="bbb58a">Физ. Атк. +10 ~ +200\nМаг. Атк. +10 ~ +200\nФиз. Точность +1 ~ +3\nМаг. Точность +1 ~ +3</font>\n<font color="c170ca">Сопротивление атакам из лука +1% ~ +5%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +50\nМакс. MP +5 ~ +50\nФиз. Уклонение +1 ~ +3\nМаг. Уклонение +1 ~ +3</font>\n<font color="c170ca">Получаемый урон -1% ~ -3%</font>\n<font color="84aed8">Эффективность получаемого лечения +1% ~ +5%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94424	item_group_name=18	option_description1=[<font color="bbb58a">Физ. Атк. +10 ~ +200\nМаг. Атк. +10 ~ +200\nФиз. Точность +1 ~ +3\nМаг. Точность +1 ~ +3</font>\n<font color="c170ca">Сопротивление оружию ближнего боя +1% ~ +5%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +50\nМакс. MP +5 ~ +50\nФиз. Уклонение +1 ~ +3\nМаг. Уклонение +1 ~ +3</font>\n<font color="c170ca">Шанс получения крит. урона от физ. умений -1%~-2%\nшанс Получения крит. урона от маг. умений -1%~-2%</font>]	option_description3=[]	variation_option_end
