exception_location_begin	location_id=1	location_name=[말섬던전]	max_x=50172	min_x=40459	max_y=251111	min_y=241581	max_z=-4874	min_z=-6874	seen_x=260	seen_y=2478	continent=0	exception_location_end
exception_location_begin	location_id=35	location_name=[정령왕의 거처]	max_x=217361	min_x=208815	max_y=184385	min_y=175922	max_z=-12093	min_z=-16072	seen_x=728	seen_y=302	continent=0	exception_location_end
exception_location_begin	location_id=36	location_name=[흉성의 카타콤]	max_x=-5644	min_x=-7708	max_y=19459	min_y=17443	max_z=-4614	min_z=-5683	seen_x=728	seen_y=1378	continent=0	exception_location_end
exception_location_begin	location_id=37	location_name=[사도의 네크로폴리스]	max_x=186000	min_x=184096	max_y=-8650	min_y=-10650	max_z=-4801	min_z=-5553	seen_x=1665	seen_y=1218	continent=0	exception_location_end
exception_location_begin	location_id=38	location_name=[4대 영묘]	max_x=191473	min_x=171198	max_y=-73753	min_y=-89396	max_z=-5511	min_z=-9097	seen_x=1755	seen_y=934	continent=0	exception_location_end
exception_location_begin	location_id=39	location_name=[원시의 정원]	max_x=-74846	min_x=-94510	max_y=192308	min_y=174708	max_z=-10834	min_z=-13842	seen_x=1555	seen_y=1445	continent=0	exception_location_end
exception_location_begin	location_id=40	location_name=[올림피아드 경기장]	max_x=186961	min_x=174065	max_y=184403	min_y=173619	max_z=-7718	min_z=-13078	seen_x=717	seen_y=1203	continent=0	exception_location_end
exception_location_begin	location_id=41	location_name=[잊혀진 원시의 정원]	max_x=-105501	min_x=-124525	max_y=220499	min_y=205155	max_z=-10655	min_z=-13615	seen_x=1555	seen_y=1445	continent=0	exception_location_end
exception_location_begin	location_id=42	location_name=[정령의 성소]	max_x=-112020	min_x=-116644	max_y=-75123	min_y=-80643	max_z=-10028	min_z=-12652	seen_x=728	seen_y=302	continent=0	exception_location_end
exception_location_begin	location_id=43	location_name=[정령의 쉼터]	max_x=18042	min_x=15082	max_y=-211542	min_y=-214342	max_z=-6625	min_z=-8193	seen_x=728	seen_y=302	continent=0	exception_location_end
exception_location_begin	location_id=44	location_name=[펫 훈련장]	max_x=62956	min_x=53644	max_y=-89641	min_y=-95609	max_z=6853	min_z=-4122	seen_x=1555	seen_y=1445	continent=0	exception_location_end
exception_location_begin	location_id=45	location_name=[얼음 군주의 성]	max_x=118435	min_x=111283	max_y=-110962	min_y=-118226	max_z=-5616	min_z=-11508	seen_x=728	seen_y=302	continent=0	exception_location_end
exception_location_begin	location_id=46	location_name=[얼음 군주의 성]	max_x=152855	min_x=140087	max_y=148527	min_y=139503	max_z=-7967	min_z=-12831	seen_x=728	seen_y=302	continent=0	exception_location_end
exception_location_begin	location_id=47	location_name=[얼어붙은 협곡]	max_x=130064	min_x=112860	max_y=-102272	min_y=-130722	max_z=1664	min_z=-4800	seen_x=728	seen_y=302	continent=0	exception_location_end
exception_location_begin	location_id=48	location_name=[프레야의 정원]	max_x=109984	min_x=99564	max_y=-121408	min_y=-130498	max_z=1664	min_z=-4624	seen_x=728	seen_y=302	continent=0	exception_location_end
exception_location_begin	location_id=49	location_name=[신축의 정원]	max_x=145789	min_x=137533	max_y=-120276	min_y=-125044	max_z=476	min_z=-4595	seen_x=728	seen_y=302	continent=0	exception_location_end
exception_location_begin	location_id=50	location_name=[창세기의 정원]	max_x=222842	min_x=201754	max_y=123859	min_y=106435	max_z=3044	min_z=-3115	seen_x=728	seen_y=302	continent=0	exception_location_end
exception_location_begin	location_id=51	location_name=[엘모아덴의 탑]	max_x=-74919	min_x=-88951	max_y=23351	min_y=9479	max_z=-4796	min_z=-16092	seen_x=728	seen_y=302	continent=0	exception_location_end
exception_location_begin	location_id=52	location_name=[강철의 성]	max_x=-8736	min_x=-25040	max_y=286000	min_y=270864	max_z=-6816	min_z=-18160	seen_x=907	seen_y=2531	continent=0	exception_location_end
exception_location_begin	location_id=53	location_name=[강철의 성 11층]	max_x=17824	min_x=13152	max_y=245664	min_y=241728	max_z=12176	min_z=9088	seen_x=907	seen_y=2531	continent=0	exception_location_end
exception_location_begin	location_id=54	location_name=[베레스의 공간]	max_x=23248	min_x=9328	max_y=219984	min_y=205984	max_z=-6560	min_z=-10448	seen_x=907	seen_y=2531	continent=0	exception_location_end
exception_location_begin	location_id=55	location_name=[수련던전]	max_x=-33726	min_x=-64747	max_y=32302	min_y=158	max_z=4969	min_z=-5231	seen_x=717	seen_y=1203	continent=0	exception_location_end
exception_location_begin	location_id=56	location_name=[구스타프의 저택]	max_x=63463	min_x=53975	max_y=-22954	min_y=-32758	max_z=1072	min_z=-1928	seen_x=728	seen_y=302	continent=0	exception_location_end
exception_location_begin	location_id=57	location_name=[베네딕트 수도원]	max_x=125258	min_x=106501	max_y=-69998	min_y=-89862	max_z=7155	min_z=-12845	seen_x=728	seen_y=302	continent=0	exception_location_end
exception_location_begin	location_id=58	location_name=[벤투스의 전당]	max_x=219897	min_x=205990	max_y=56223	min_y=43968	max_z=-1658	min_z=-21658	seen_x=728	seen_y=302	continent=0	exception_location_end
exception_location_begin	location_id=59	location_name=[붉은 용군단 요새]	max_x=-236133	min_x=-255345	max_y=222904	min_y=202879	max_z=3310	min_z=-16690	seen_x=728	seen_y=302	continent=0	exception_location_end
exception_location_begin	location_id=61	location_name=[발라카스의 신전]	max_x=159611	min_x=140302	max_y=-140329	min_y=-154655	max_z=-2017	min_z=-17017	seen_x=728	seen_y=302	continent=0	exception_location_end
exception_location_begin	location_id=62	location_name=[여명 군주의 성지]	max_x=-85691	min_x=-96715	max_y=204442	min_y=-197834	max_z=-6623	min_z=-8319	seen_x=728	seen_y=302	continent=0	exception_location_end
exception_location_begin	location_id=63	location_name=[하르나크의 지하미궁]	max_x=-99437	min_x=-130530	max_y=155805	min_y=135378	max_z=-3936	min_z=-16353	seen_x=728	seen_y=302	continent=0	exception_location_end
exception_location_begin	location_id=64	location_name=[에바의 수중정원]	max_x=95367	min_x=69386	max_y=260766	min_y=230119	max_z=-3778	min_z=-13538	seen_x=1555	seen_y=1445	continent=0	exception_location_end
exception_location_begin	location_id=65	location_name=[리오나의 던전]	max_x=-42673	min_x=-56068	max_y=-239740	min_y=-252893	max_z=-6695	min_z=-8491	seen_x=728	seen_y=302	continent=0	exception_location_end
exception_location_begin	location_id=66	location_name=[지하 미궁]	max_x=-71950	min_x=-92840	max_y=-39668	min_y=-58636	max_z=-3171	min_z=-16166	seen_x=717	seen_y=1203	continent=0	exception_location_end
exception_location_begin	location_id=67	location_name=[아즈타칸의 사원]	max_x=28352	min_x=5424	max_y=228208	min_y=201952	max_z=-11370	min_z=-16771	seen_x=728	seen_y=302	continent=0	exception_location_end
exception_location_begin	location_id=68	location_name=[세계수 마을]	max_x=26287	min_x=4341	max_y=62496	min_y=34435	max_z=-11295	min_z=-13295	seen_x=1013	seen_y=1507	continent=0	exception_location_end
exception_location_begin	location_id=69	location_name=[물빛 비늘의 언덕]	max_x=163914	min_x=140398	max_y=162979	min_y=143735	max_z=-3300	min_z=-3800	seen_x=728	seen_y=302	continent=0	exception_location_end
exception_location_begin	location_id=70	location_name=[불칸의 화로]	max_x=223275	min_x=204100	max_y=-71624	min_y=-93073	max_z=-7951	min_z=-15951	seen_x=728	seen_y=302	continent=0	exception_location_end
exception_location_begin	location_id=71	location_name=[불칸의 거처]	max_x=219258	min_x=211478	max_y=-112649	min_y=-117076	max_z=-4726	min_z=-7726	seen_x=728	seen_y=302	continent=0	exception_location_end
exception_location_begin	location_id=72	location_name=[고대의 유적]	max_x=83061	min_x=77926	max_y=237700	min_y=230726	max_z=-11459	min_z=-13459	seen_x=728	seen_y=302	continent=0	exception_location_end
exception_location_begin	location_id=73	location_name=[초월 던전]	max_x=-84681	min_x=-87482	max_y=-112982	min_y=-115184	max_z=-10031	min_z=-11031	seen_x=728	seen_y=302	continent=0	exception_location_end
exception_location_begin	location_id=74	location_name=[강철 심장의 요새]	max_x=190215	min_x=170407	max_y=98185	min_y=67802	max_z=-10335	min_z=-20335	seen_x=728	seen_y=302	continent=0	exception_location_end
exception_location_begin	location_id=75	location_name=[옥타비스 신전]	max_x=222279	min_x=204213	max_y=123525	min_y=106706	max_z=-6500	min_z=-13800	seen_x=1565	seen_y=1430	continent=0	exception_location_end
exception_location_begin	location_id=76	location_name=[악의 심장부]	max_x=55262	min_x=44387	max_y=-139648	min_y=-155476	max_z=-10220	min_z=-13220	seen_x=728	seen_y=302	continent=0	exception_location_end
exception_location_begin	location_id=77	location_name=[디멘션 게이트]	max_x=219041	min_x=218181	max_y=148068	min_y=146712	max_z=-9794	min_z=-10794	seen_x=728	seen_y=302	continent=0	exception_location_end
exception_location_begin	location_id=78	location_name=[디멘션 게이트]	max_x=207819	min_x=206911	max_y=147982	min_y=146695	max_z=-9794	min_z=-10794	seen_x=728	seen_y=302	continent=0	exception_location_end
