item_begin	tag=2	object_id=17	drop_type=0	drop_anim_type=3	drop_radius=8	drop_height=4	drop_texture={{[dropitems.drop_quiver_m00];{[dropitemstex.drop_quiver_t00]};[None];[None]}}	icon={[icon.etc_wooden_quiver_i00];[None];[None];[None];[None]}	durability=-1	weight=1	material_type=wood	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=equipment	mesh={[LineageWeapons.wooden_arrow_m00_et]}	texture={[LineageWeaponsTex.wooden_arrow_t00_et]}	drop_sound=[ItemSound.itemdrop_arrow]	equip_sound=[None]	consume_type=consume_type_stackable	etcitem_type=arrow	crystal_type=none	scroll_set_id=0	item_end
item_begin	tag=2	object_id=695	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]};[None];[None]}}	icon={[icon.item_canuse48];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=steel	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=quest	mesh={[None]}	texture={[None]}	drop_sound=[ItemSound.itemdrop_sack]	equip_sound=[None]	consume_type=consume_type_stackable	etcitem_type=none	crystal_type=none	scroll_set_id=0	item_end
item_begin	tag=2	object_id=696	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]};[None];[None]}}	icon={[icon.item_normal30];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=steel	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=quest	mesh={[None]}	texture={[None]}	drop_sound=[ItemSound.itemdrop_sack]	equip_sound=[None]	consume_type=consume_type_stackable	etcitem_type=none	crystal_type=none	scroll_set_id=0	item_end
item_begin	tag=2	object_id=697	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]};[None];[None]}}	icon={[icon.item_normal24];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=steel	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=quest	mesh={[None]}	texture={[None]}	drop_sound=[ItemSound.itemdrop_sack]	equip_sound=[None]	consume_type=consume_type_stackable	etcitem_type=none	crystal_type=none	scroll_set_id=0	item_end
item_begin	tag=2	object_id=698	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]};[None];[None]}}	icon={[icon.item_normal37];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=steel	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=quest	mesh={[None]}	texture={[None]}	drop_sound=[ItemSound.itemdrop_sack]	equip_sound=[None]	consume_type=consume_type_normal	etcitem_type=none	crystal_type=none	scroll_set_id=0	item_end
item_begin	tag=2	object_id=699	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]};[None];[None]}}	icon={[icon.item_canuse05];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=steel	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=quest	mesh={[None]}	texture={[None]}	drop_sound=[ItemSound.itemdrop_sack]	equip_sound=[None]	consume_type=consume_type_stackable	etcitem_type=none	crystal_type=none	scroll_set_id=0	item_end
item_begin	tag=2	object_id=701	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]};[None];[None]}}	icon={[icon.item_canuse28];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=steel	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=quest	mesh={[None]}	texture={[None]}	drop_sound=[ItemSound.itemdrop_sack]	equip_sound=[None]	consume_type=consume_type_stackable	etcitem_type=none	crystal_type=none	scroll_set_id=0	item_end
item_begin	tag=2	object_id=702	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]};[None];[None]}}	icon={[icon.etc_ertheia2];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=steel	crystallizable=0	related_quest_id={258}	color=1	is_attribution=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=quest	mesh={[None]}	texture={[None]}	drop_sound=[ItemSound.itemdrop_sack]	equip_sound=[None]	consume_type=consume_type_stackable	etcitem_type=none	crystal_type=none	scroll_set_id=0	item_end
item_begin	tag=2	object_id=703	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]};[None];[None]}}	icon={[icon.etc_pouch_gray_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=steel	crystallizable=0	related_quest_id={151}	color=1	is_attribution=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=quest	mesh={[None]}	texture={[None]}	drop_sound=[ItemSound.itemdrop_sack]	equip_sound=[None]	consume_type=consume_type_stackable	etcitem_type=none	crystal_type=none	scroll_set_id=0	item_end
item_begin	tag=2	object_id=704	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]};[None];[None]}}	icon={[icon.etc_lesser_potion_purple_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=steel	crystallizable=0	related_quest_id={151}	color=1	is_attribution=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=quest	mesh={[None]}	texture={[None]}	drop_sound=[ItemSound.itemdrop_sack]	equip_sound=[None]	consume_type=consume_type_stackable	etcitem_type=none	crystal_type=none	scroll_set_id=0	item_end
item_begin	tag=2	object_id=706	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]};[None];[None]}}	icon={[icon.item_normal141];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=steel	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=quest	mesh={[None]}	texture={[None]}	drop_sound=[ItemSound.itemdrop_sack]	equip_sound=[None]	consume_type=consume_type_stackable	etcitem_type=none	crystal_type=none	scroll_set_id=0	item_end
item_begin	tag=2	object_id=707	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]};[None];[None]}}	icon={[icon.etc_ertheia2];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=steel	crystallizable=0	related_quest_id={262}	color=1	is_attribution=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=quest	mesh={[None]}	texture={[None]}	drop_sound=[ItemSound.itemdrop_sack]	equip_sound=[None]	consume_type=consume_type_stackable	etcitem_type=none	crystal_type=none	scroll_set_id=0	item_end
item_begin	tag=2	object_id=708	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]};[None];[None]}}	icon={[icon.item_system03];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=steel	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=quest	mesh={[None]}	texture={[None]}	drop_sound=[ItemSound.itemdrop_sack]	equip_sound=[None]	consume_type=consume_type_stackable	etcitem_type=none	crystal_type=none	scroll_set_id=0	item_end
item_begin	tag=2	object_id=729	drop_type=0	drop_anim_type=3	drop_radius=6	drop_height=3	drop_texture={{[dropitems.drop_scroll_m00];{[dropitemstex.drop_scroll_t00]};[None];[None]}}	icon={[icon.etc_scroll_of_enchant_weapon_i04];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=paper	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=consumable	mesh={[None]}	texture={[None]}	drop_sound=[ItemSound.itemdrop_scroll]	equip_sound=[None]	consume_type=consume_type_stackable	etcitem_type=scrl_enchant_wp	crystal_type=crystal_free	scroll_set_id=7	item_end
item_begin	tag=2	object_id=730	drop_type=0	drop_anim_type=3	drop_radius=6	drop_height=3	drop_texture={{[dropitems.drop_scroll_m00];{[dropitemstex.drop_scroll_t00]};[None];[None]}}	icon={[icon.etc_scroll_of_enchant_armor_i04];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=paper	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=consumable	mesh={[None]}	texture={[None]}	drop_sound=[ItemSound.itemdrop_scroll]	equip_sound=[None]	consume_type=consume_type_stackable	etcitem_type=scrl_enchant_am	crystal_type=crystal_free	scroll_set_id=8	item_end
item_begin	tag=2	object_id=734	drop_type=0	drop_anim_type=3	drop_radius=1	drop_height=6	drop_texture={{[dropitems.drop_lesser_potion_m00];{[dropitemstex.drop_lesser_potion_green_t00]};[None];[None]}}	icon={[icon.etc_potion_green_i00];[None];[None];[None];[None]}	durability=-1	weight=5	material_type=liquid	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=consumable	mesh={[None]}	texture={[None]}	drop_sound=[ItemSound.itemdrop_potion]	equip_sound=[None]	consume_type=consume_type_stackable	etcitem_type=potion	crystal_type=crystal_free	scroll_set_id=0	item_end
item_begin	tag=2	object_id=735	drop_type=0	drop_anim_type=3	drop_radius=2	drop_height=6	drop_texture={{[dropitems.drop_potion_m00];{[dropitemstex.drop_potion_green_t00]};[None];[None]}}	icon={[icon.etc_reagent_green_i00];[None];[None];[None];[None]}	durability=-1	weight=5	material_type=liquid	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=consumable	mesh={[None]}	texture={[None]}	drop_sound=[ItemSound.itemdrop_potion]	equip_sound=[None]	consume_type=consume_type_stackable	etcitem_type=potion	crystal_type=crystal_free	scroll_set_id=0	item_end
item_begin	tag=2	object_id=736	drop_type=0	drop_anim_type=3	drop_radius=6	drop_height=3	drop_texture={{[dropitems.drop_scroll_m00];{[dropitemstex.drop_scroll_t00]};[None];[None]}}	icon={[icon.etc_scroll_of_return_i00];[None];[None];[None];[None]}	durability=-1	weight=10	material_type=paper	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=consumable	mesh={[None]}	texture={[None]}	drop_sound=[ItemSound.itemdrop_scroll]	equip_sound=[None]	consume_type=consume_type_stackable	etcitem_type=scroll	crystal_type=crystal_free	scroll_set_id=0	item_end
item_begin	tag=2	object_id=737	drop_type=0	drop_anim_type=3	drop_radius=6	drop_height=3	drop_texture={{[dropitems.drop_scroll_m00];{[dropitemstex.drop_scroll_t00]};[None];[None]}}	icon={[icon.etc_scroll_of_resurrection_i00];[None];[None];[None];[None]}	durability=-1	weight=10	material_type=paper	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=consumable	mesh={[None]}	texture={[None]}	drop_sound=[ItemSound.itemdrop_scroll]	equip_sound=[None]	consume_type=consume_type_stackable	etcitem_type=scroll	crystal_type=crystal_free	scroll_set_id=0	item_end
item_begin	tag=2	object_id=739	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]};[None];[None]}}	icon={[icon.weapon_small_sword_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=steel	crystallizable=0	related_quest_id={101}	color=1	is_attribution=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=quest	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=consume_type_stackable	etcitem_type=none	crystal_type=none	scroll_set_id=0	item_end
item_begin	tag=2	object_id=740	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]};[None];[None]}}	icon={[icon.weapon_great_sword_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=steel	crystallizable=0	related_quest_id={101}	color=1	is_attribution=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=quest	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=consume_type_stackable	etcitem_type=none	crystal_type=none	scroll_set_id=0	item_end
item_begin	tag=2	object_id=741	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]};[None];[None]}}	icon={[icon.etc_sword_body_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=steel	crystallizable=0	related_quest_id={101}	color=1	is_attribution=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=quest	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=consume_type_stackable	etcitem_type=none	crystal_type=none	scroll_set_id=0	item_end
item_begin	tag=2	object_id=742	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]};[None];[None]}}	icon={[icon.etc_piece_of_paper_white_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=steel	crystallizable=0	related_quest_id={101}	color=1	is_attribution=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=quest	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=consume_type_stackable	etcitem_type=none	crystal_type=none	scroll_set_id=0	item_end
item_begin	tag=2	object_id=745	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]};[None];[None]}}	icon={[icon.item_normal40];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=steel	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=quest	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=consume_type_stackable	etcitem_type=none	crystal_type=none	scroll_set_id=0	item_end
item_begin	tag=2	object_id=746	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]};[None];[None]}}	icon={[icon.etc_piece_of_paper_white_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=steel	crystallizable=0	related_quest_id={102}	color=1	is_attribution=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=quest	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=consume_type_stackable	etcitem_type=none	crystal_type=none	scroll_set_id=0	item_end
item_begin	tag=2	object_id=750	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]};[None];[None]}}	icon={[icon.item_normal45];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=steel	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=quest	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=consume_type_stackable	etcitem_type=none	crystal_type=none	scroll_set_id=0	item_end
item_begin	tag=2	object_id=751	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]};[None];[None]}}	icon={[icon.item_canuse07];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=steel	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=quest	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=consume_type_stackable	etcitem_type=none	crystal_type=none	scroll_set_id=0	item_end
item_begin	tag=2	object_id=752	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]};[None];[None]}}	icon={[icon.etc_ertheia2];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=steel	crystallizable=0	related_quest_id={257}	color=1	is_attribution=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=quest	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=consume_type_stackable	etcitem_type=none	crystal_type=none	scroll_set_id=0	item_end
item_begin	tag=2	object_id=753	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]};[None];[None]}}	icon={[icon.item_normal12];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=steel	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=quest	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=consume_type_stackable	etcitem_type=none	crystal_type=none	scroll_set_id=0	item_end
item_begin	tag=2	object_id=796	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]};[None];[None]}}	icon={[icon.etc_scroll_white_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=steel	crystallizable=0	related_quest_id={101}	color=1	is_attribution=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=quest	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=consume_type_stackable	etcitem_type=none	crystal_type=none	scroll_set_id=0	item_end
item_begin	tag=2	object_id=809	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]};[None];[None]}}	icon={[icon.etc_ertheia2];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=steel	crystallizable=0	related_quest_id={320}	color=1	is_attribution=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=quest	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=consume_type_stackable	etcitem_type=none	crystal_type=none	scroll_set_id=0	item_end
item_begin	tag=2	object_id=844	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]};[None];[None]}}	icon={[icon.item_normal07];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=steel	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=quest	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=consume_type_stackable	etcitem_type=none	crystal_type=none	scroll_set_id=0	item_end
item_begin	tag=2	object_id=937	drop_type=0	drop_anim_type=0	drop_radius=2	drop_height=5	drop_texture={{[dropitems.drop_sack_m00];{[dropitemstex.drop_sack_t00]};[None];[None]}}	icon={[icon.etc_piece_of_paper_gray_i00];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=steel	crystallizable=0	related_quest_id={101}	color=1	is_attribution=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=quest	mesh={[None]}	texture={[None]}	drop_sound=[None]	equip_sound=[None]	consume_type=consume_type_stackable	etcitem_type=none	crystal_type=none	scroll_set_id=0	item_end
item_begin	tag=2	object_id=938	drop_type=0	drop_anim_type=3	drop_radius=5	drop_height=6	drop_texture={{[dropitems.drop_jewel_box_m00];{[dropitemstex.drop_jewel_box_t00]};[None];[None]}}	icon={[icon.etc_ertheia2];[None];[None];[None];[None]}	durability=-1	weight=0	material_type=silver	crystallizable=0	related_quest_id={}	color=1	is_attribution=0	icon_panel=[None]	complete_item_dropsound_type=[None]	inventory_type=etc	mesh={[None]}	texture={[None]}	drop_sound=[ItemSound.itemdrop_jewelbox]	equip_sound=[ItemSound.itemequip_jewelbox]	consume_type=consume_type_normal	etcitem_type=none	crystal_type=none	scroll_set_id=0	item_end
