event_look_change_begin	event_ave_id=36	priority=5	change_weapon=1	need_weapon=1	attackitem_enchant=0	change_back=0	change_armor=-1	standard_item_slot=0	need_equipped=0	unk=0	change_accessory=0	ignore_beautyshop=0	none=0	sword=14780	twohandsword=14782	buster=14788	blunt=14783	twohandblunt=14784	staff=14789	twohandstaff=14790	dagger=14781	pole=14785	fist=14787	bow=14786	etc=14789	dual=14795	dualfist=14787	fishingrod=0	rapier=14792	crossbow=14794	ancientsword=14793	flag=0	dualdagger=14797	ownthing=0	twohandcrossbow=14794	dualblunt=14795	pistol=-1	shooter=-1	shield=13471	sigil=12813	gloves={-1;-1;-1}	chest={-1;-1;-1}	legs={-1;-1;-1}	feet={-1;-1;-1}	back=-1	accessory=-1	accessory1=-1	accessory2=-1	accessory3=-1	accessory4=-1	accessory5=-1	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=79	priority=5	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=1	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={-1;46192;-1}	chest={-1;-1;46192}	legs={-1;-1;-1}	feet={46192;-1;-1}	back=-1	accessory=46192	accessory1=-1	accessory2=-1	accessory3=0	accessory4=0	accessory5=0	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=80	priority=5	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=1	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={-1;47224;-1}	chest={-1;-1;47224}	legs={-1;-1;-1}	feet={47224;-1;-1}	back=-1	accessory=47224	accessory1=-1	accessory2=-1	accessory3=0	accessory4=0	accessory5=0	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=81	priority=5	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=1	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={-1;47227;-1}	chest={-1;-1;47227}	legs={-1;-1;-1}	feet={47227;-1;-1}	back=-1	accessory=47227	accessory1=-1	accessory2=-1	accessory3=0	accessory4=0	accessory5=0	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=82	priority=5	change_weapon=1	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=0	ignore_beautyshop=0	none=0	sword=8678	twohandsword=8679	buster=8686	blunt=8680	twohandblunt=8683	staff=8815	twohandstaff=8688	dagger=8682	pole=8683	fist=8685	bow=8684	etc=0	dual=8938	dualfist=8685	fishingrod=0	rapier=8678	crossbow=35996	ancientsword=8679	flag=0	dualdagger=34423	ownthing=0	twohandcrossbow=35996	dualblunt=35206	pistol=-1	shooter=-1	shield=2498	sigil=2498	gloves={5766;2385;2389}	chest={5778;5766;2385}	legs={2389;5778;5711}	feet={374;0;5783}	back=5776	accessory=2409	accessory1=0	accessory2=5788	accessory3=0	accessory4=-1	accessory5=-1	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=83	priority=5	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=0	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={-1;23171;-1}	chest={-1;-1;23171}	legs={-1;-1;-1}	feet={23171;-1;-1}	back=-1	accessory=23171	accessory1=-1	accessory2=-1	accessory3=0	accessory4=-1	accessory5=-1	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=84	priority=5	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=0	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={-1;23173;-1}	chest={-1;-1;23173}	legs={-1;-1;-1}	feet={23173;-1;-1}	back=-1	accessory=23173	accessory1=-1	accessory2=-1	accessory3=0	accessory4=-1	accessory5=-1	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=85	priority=6	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=1	ignore_beautyshop=1	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={0;37534;0}	chest={0;0;37534}	legs={0;0;0}	feet={37534;0;0}	back=0	accessory=37534	accessory1=0	accessory2=0	accessory3=0	accessory4=37535	accessory5=0	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=87	priority=6	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=1	ignore_beautyshop=1	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={0;26326;0}	chest={0;0;26326}	legs={0;0;0}	feet={26326;0;0}	back=0	accessory=26326	accessory1=0	accessory2=0	accessory3=0	accessory4=26327	accessory5=0	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=88	priority=5	change_weapon=1	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=-1	standard_item_slot=0	need_equipped=0	unk=0	change_accessory=0	ignore_beautyshop=0	none=0	sword=37689	twohandsword=37690	buster=37696	blunt=37691	twohandblunt=37698	staff=37697	twohandstaff=37698	dagger=37688	pole=37693	fist=37692	bow=37694	etc=37697	dual=37699	dualfist=37692	fishingrod=37693	rapier=37689	crossbow=37695	ancientsword=37690	flag=0	dualdagger=37700	ownthing=0	twohandcrossbow=37695	dualblunt=37701	pistol=-1	shooter=-1	shield=37702	sigil=37703	gloves={-1;-1;-1}	chest={-1;-1;-1}	legs={-1;-1;-1}	feet={-1;-1;-1}	back=-1	accessory=-1	accessory1=-1	accessory2=-1	accessory3=-1	accessory4=-1	accessory5=-1	exceptionItem={36417;36418;36419;36420;36421;36422;36423;36424;36425;36426;36427;36428;36429;36430;36431;36432;36433;36434;36435;36436;36437;36438;36439;36440;36441;36442;36443;36444;36445;36446;36447;36448;36449;36450;36451;36452;36453;36454;36455;36456;36457;36458;36459;36460;36461;36462;36463;36464;36465;36466;36467;36468;36469;36470;36471;36472;36473;36474;36475;36476;36477;36478;36479;36480;36481;36482;36483;36484;36485;36486;36487;36488;36489;36490;36491;36492;36493;36494;36495;36496;36497;36498;36499;36500;36501;36502;36503;36504;36505;36506;36507;36508;36509;36510;36511;36512;80066;80067;80068;80069;80070;80071;80072;80073;80074;80075;80076;80077;80078;80079;80080;80081;80082;80083;80084;80085;80086;80087;80088;80089;80315;80316;80317;80318;80698;80699;80700;80701;80702;80703;80704;80705;80706;80707;80708;80709;80710;80711;80859;80860;80861;80862;80863;80864;80865;80866;80867;80868;80869;80870;80871;80872;80873;80874;80875;80876;80877;80878;80879;80880;80881;80882;80883;80884;80885;80886;80887;80888;80889;80890;80891;80892;80893;80894;80895;80896;80897;80898;80899;80900}	event_look_change_end
event_look_change_begin	event_ave_id=100	priority=5	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=0	unk=0	change_accessory=0	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={37813;37811;37812}	chest={37814;37813;37811}	legs={37812;37814;37813}	feet={37811;37812;37814}	back=37813	accessory=37811	accessory1=37812	accessory2=37814	accessory3=-1	accessory4=-1	accessory5=-1	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=129	priority=5	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=0	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={23181;23179;23180}	chest={23182;23181;23179}	legs={23180;23182;23181}	feet={23179;23180;23182}	back=23181	accessory=23179	accessory1=23180	accessory2=23182	accessory3=0	accessory4=23183	accessory5=0	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=130	priority=5	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=0	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={23186;23184;23185}	chest={23187;23186;23184}	legs={23185;23187;23186}	feet={23184;23185;23187}	back=23186	accessory=23184	accessory1=23185	accessory2=23187	accessory3=0	accessory4=23188	accessory5=0	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=131	priority=5	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=0	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={23455;23453;23454}	chest={23456;23455;23453}	legs={23454;23456;23455}	feet={23453;23454;23456}	back=23455	accessory=23453	accessory1=23454	accessory2=23456	accessory3=0	accessory4=23457	accessory5=0	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=132	priority=5	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=0	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={23450;23448;23449}	chest={23451;23450;23448}	legs={23449;23451;23450}	feet={23448;23449;23451}	back=23450	accessory=23448	accessory1=23449	accessory2=23451	accessory3=0	accessory4=23452	accessory5=0	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=133	priority=5	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=0	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={-1;23458;-1}	chest={-1;-1;23458}	legs={-1;-1;-1}	feet={23458;-1;-1}	back=-1	accessory=23458	accessory1=-1	accessory2=-1	accessory3=0	accessory4=23459	accessory5=0	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=134	priority=5	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=0	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={-1;23226;-1}	chest={-1;-1;23226}	legs={-1;-1;-1}	feet={23226;-1;-1}	back=-1	accessory=23226	accessory1=-1	accessory2=-1	accessory3=0	accessory4=-1	accessory5=-1	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=135	priority=5	change_weapon=1	need_weapon=1	attackitem_enchant=0	change_back=0	change_armor=-1	standard_item_slot=0	need_equipped=0	unk=0	change_accessory=0	ignore_beautyshop=0	none=0	sword=22650	twohandsword=22652	buster=22650	blunt=22657	twohandblunt=22658	staff=22659	twohandstaff=22660	dagger=22651	pole=22654	fist=22653	bow=22655	etc=0	dual=22661	dualfist=22653	fishingrod=0	rapier=22650	crossbow=22656	ancientsword=22652	flag=0	dualdagger=22662	ownthing=0	twohandcrossbow=22656	dualblunt=22663	pistol=-1	shooter=-1	shield=22664	sigil=22665	gloves={-1;-1;-1}	chest={-1;-1;-1}	legs={-1;-1;-1}	feet={-1;-1;-1}	back=-1	accessory=-1	accessory1=-1	accessory2=-1	accessory3=-1	accessory4=-1	accessory5=-1	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=136	priority=5	change_weapon=1	need_weapon=1	attackitem_enchant=0	change_back=0	change_armor=-1	standard_item_slot=0	need_equipped=0	unk=0	change_accessory=0	ignore_beautyshop=0	none=0	sword=22711	twohandsword=22713	buster=22711	blunt=22718	twohandblunt=22719	staff=22720	twohandstaff=22721	dagger=22712	pole=22715	fist=22714	bow=22716	etc=0	dual=22722	dualfist=22714	fishingrod=0	rapier=22711	crossbow=22717	ancientsword=22713	flag=0	dualdagger=22723	ownthing=0	twohandcrossbow=22717	dualblunt=22724	pistol=-1	shooter=-1	shield=22725	sigil=22726	gloves={-1;-1;-1}	chest={-1;-1;-1}	legs={-1;-1;-1}	feet={-1;-1;-1}	back=-1	accessory=-1	accessory1=-1	accessory2=-1	accessory3=-1	accessory4=-1	accessory5=-1	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=175	priority=5	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=0	unk=0	change_accessory=0	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={0;49544;0}	chest={0;0;49544}	legs={0;0;0}	feet={49544;0;0}	back=0	accessory=49544	accessory1=0	accessory2=0	accessory3=0	accessory4=0	accessory5=0	exceptionItem={-1}	event_look_change_end
